actor_id,name,language,preferred,datasource_id
US:EPA:1000355,#540 BONANZA CREEK ENERGY - DENVER BASIN,en,1,EPA_GHGRP:2021
US:EPA:1004377,121 REGIONAL DISPOSAL FACILITY,en,1,EPA_GHGRP:2021
US:EPA:1010040,15-18565/15-18662,en,1,EPA_GHGRP:2021
US:EPA:1010085,15-19015,en,1,EPA_GHGRP:2021
US:EPA:1012147,17Z Gas Plant - Chevron USA Inc.,en,1,EPA_GHGRP:2021
US:EPA:1009263,220 Gulf Coast,en,1,EPA_GHGRP:2021
US:EPA:1012507,220 Gulf Coast Basin,en,1,EPA_GHGRP:2021
US:EPA:1009238,220 Gulf Coast Basin DEC,en,1,EPA_GHGRP:2021
US:EPA:1008121,230 Arkla Basin DEC,en,1,EPA_GHGRP:2021
US:EPA:1009283,230 Arkla Basin QEP Energy Company,en,1,EPA_GHGRP:2021
US:EPA:1000112,23rd and 3rd,en,1,EPA_GHGRP:2021
US:EPA:1012156,260 - East Texas Basin Gathering/Boosting,en,1,EPA_GHGRP:2021
US:EPA:1009117,260 East Texas Basin,en,1,EPA_GHGRP:2021
US:EPA:1009170,260 East Texas Basin - BP America Production Company,en,1,EPA_GHGRP:2021
US:EPA:1006394,29-6 #2 Central Delivery Point,en,1,EPA_GHGRP:2021
US:EPA:1013701,30-30 Gas Plant,en,1,EPA_GHGRP:2021
US:EPA:1002885,30-5 Central Delivery Point Compressor Station,en,1,EPA_GHGRP:2021
US:EPA:1002707,31-6 Central Delivery Point,en,1,EPA_GHGRP:2021
US:EPA:1003742,31st Street Landfill,en,1,EPA_GHGRP:2021
US:EPA:1002718,32-7 Central Delivery Point,en,1,EPA_GHGRP:2021
US:EPA:1002721,32-8 #2 CDP COMPRESSOR STATION,en,1,EPA_GHGRP:2021
US:EPA:1009284,340 Arkoma Basin QEP Energy Company,en,1,EPA_GHGRP:2021
US:EPA:1012155,345 - Arkoma Basin Gathering/Boosting,en,1,EPA_GHGRP:2021
US:EPA:1012472,345 Arkoma Basin,en,1,EPA_GHGRP:2021
US:EPA:1009169,345 Arkoma Basin - BP America Production Company,en,1,EPA_GHGRP:2021
