actor_id,name,language,preferred,datasource_id
2138007ZSQ7B17SKOX77,"Rio Tinto Alcan Inc., 1188 Sherbrooke Ouest, Montréal, H3A3G",en,1,GLEIF_golden_copy
2138008I2EJR8CKJSY80,York University,en,1,GLEIF_golden_copy
213800SOEJGBSFCBNZ80,Shell Canada Energy,en,1,GLEIF_golden_copy
25490034ODG52NAX6D39,Torxen Energy Ltd.,en,1,GLEIF_golden_copy
254900ALVJUAGHGF3855,Markham District Energy Inc.,en,1,GLEIF_golden_copy
254900CX4FIIDFHO6182,"Tqm Pipeline And Company, Limited Partnership",en,1,GLEIF_golden_copy
254900EMECKROAZTQ810,Regional Municipality Of Niagara,en,1,GLEIF_golden_copy
254900JZUEOQ33K2AI53,Baffinland Iron Mines,en,1,GLEIF_golden_copy
254900SJU6CW31RVHW15,Osisko Mining Inc,en,1,GLEIF_golden_copy
254900YQC5GNVL13O314,Chemtrade Logistics Inc.,en,1,GLEIF_golden_copy
4B4HI3CGXMBDC0G6BM51,Air Canada,en,1,GLEIF_golden_copy
529900L1EHUYOIRVR143,Styrolution Canada Ltd.,en,1,GLEIF_golden_copy
529900S7UO4VPNLSFT33,"Certainteed Gypsum Canada, Inc.",en,1,GLEIF_golden_copy
529900U45A1JKZFABZ35,Transalta Renewables Inc.,en,1,GLEIF_golden_copy
529900VJOU2CH2WZ6949,Bonterra Energy Corp.,en,1,GLEIF_golden_copy
529900X2VMAQT2PE0V24,Rio Tinto,en,1,GLEIF_golden_copy
5493000QHU254ST8A805,Kirkland Lake Gold Ltd,en,1,GLEIF_golden_copy
5493001OC4Z0L3R1PP87,Cascades Canada Ulc.,en,1,GLEIF_golden_copy
5493001PEB90YGTDC638,Petronas Energy Canada Ltd.,en,1,GLEIF_golden_copy
5493001Y2YY733C7D136,Northern Pulp Nova Scotia Corporation,en,1,GLEIF_golden_copy
54930033WS7FV15TNZ44,Kuntz Electroplating Inc.,en,1,GLEIF_golden_copy
549300423UKB9GA8NE20,Irving Paper Limited,en,1,GLEIF_golden_copy
5493004KY4KDUR6YZG97,Polar Star Canadian Oil And Gas Inc.,en,1,GLEIF_golden_copy
5493005C3MRGJI6ZZF14,Bunge Canada,en,1,GLEIF_golden_copy
5493005WD1ZK6WBVR988,West Fraser Timber Co.,en,1,GLEIF_golden_copy
54930071Y8KNRMS4OP09,Highland Valley Copper,en,1,GLEIF_golden_copy
54930088NKV63UAHIM71,North West Redwater Partnership,en,1,GLEIF_golden_copy
5493008S9E54YU0UYJ34,Honda Canada Inc.,en,1,GLEIF_golden_copy
5493009IDGFQJTJXVA51,Aquatera Utilities Inc,en,1,GLEIF_golden_copy
549300A651QASD55GW77,University Of Calgary,en,1,GLEIF_golden_copy
549300ACXH0JD2VM9I03,University Of Waterloo,en,1,GLEIF_golden_copy
549300C45JTS75N6ZY04,Surge Energy Inc.,en,1,GLEIF_golden_copy
549300CW1BIQY352BD50,Skookumchuck Pulp Inc.,en,1,GLEIF_golden_copy
549300DITPHH8W8CK636,Obsidian Energy Ltd.,en,1,GLEIF_golden_copy
549300DLRO5Q625BI570,Connacher Oil And Gas Limited,en,1,GLEIF_golden_copy
549300DU2IZ6JEBUFQ07,Celanese Canada Ulc.,en,1,GLEIF_golden_copy
549300EQPJ10YHPWH780,Praxair Canada Inc.,en,1,GLEIF_golden_copy
549300EVSDWRVHUSS869,West Fraser Mills,en,1,GLEIF_golden_copy
549300EVSDWRVHUSS869,West Fraser Mills Ltd.,en,1,GLEIF_golden_copy
549300F4XPHJ7NOSP309,Cenovus Energy Inc.,en,1,GLEIF_golden_copy
549300F8Y20RYGNGV346,Constellation Energy,en,1,GLEIF_golden_copy
549300FWQYIGXQKTLF33,Ingredion Canada Corporation,en,1,GLEIF_golden_copy
549300HG8P317IA7F175,Lafarge North America,en,1,GLEIF_golden_copy
549300HQTP3HFLQCDJ30,Pomas Farms Inc,en,1,GLEIF_golden_copy
549300I02OVQ8SO8XJ85,Tree Island Industries Ltd,en,1,GLEIF_golden_copy
549300I04PB7X2824122,Cnooc Petroleum North America Ulc,en,1,GLEIF_golden_copy
549300I5MSH5164V0R76,Meadow Lake Mechanical Pulp,en,1,GLEIF_golden_copy
549300IKIHK4XHBQA912,Altasteel Ltd.,en,1,GLEIF_golden_copy
549300IT8CIDW8V5KX72,Northland Power Inc.,en,1,GLEIF_golden_copy
549300JKT5KTWQGH8W42,Kruger Inc,en,1,GLEIF_golden_copy
549300JNRT97HYDOBV53,The International Group Inc.,en,1,GLEIF_golden_copy
549300JSO4G6XV6Y5V84,Paramount Resources Ltd.,en,1,GLEIF_golden_copy
549300JT133LZOPVH889,Terra International (Canada) Inc.,en,1,GLEIF_golden_copy
549300K9GD47N5IXZQ65,Mount Polley Mining Corporation,en,1,GLEIF_golden_copy
549300KNDXOG0N6VEF20,Detour Gold Corporation,en,1,GLEIF_golden_copy
549300LCTK71JIKE1S67,City Of Swift Current,en,1,GLEIF_golden_copy
549300LLBYDSPBFN3474,Gerdau Ameristeel Corporation,en,1,GLEIF_golden_copy
549300MB66VESRD56790,Enwave Energy Corporation,en,1,GLEIF_golden_copy
549300MMV2S26X2LA541,Calgary Energy Centre No. 2 Inc.,en,1,GLEIF_golden_copy
