actor_id,name,language,preferred,datasource_id
CA:ECCC:G10001,Division Alma,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10001,"Abitibi Consolidated, Division Alma",en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10001,"Abitibi-Consolidated, Division Alma",en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10002,Aciérie - Complexe de Contrecoeur,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10002,Aciérie - ArcelorMittal Contrecoeur,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10003,"Foothills Pipeline, Alberta",en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10003,"Foothills Pipeline System, Alberta",en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10003,"Acme Compressor Station # 363, Alberta",en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10004,Kingston CoGen,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10004,NPIF Kingston CoGen Inc.(formerly AES KingstonULC),en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10004,AES Kingston ULC,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10004,NPIF Kingston CoGen Corp (formerly AES Kingston ULC),en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10004,NPIF Kingston CoGen Corp.,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10005,AFG Industries Ltée,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10005,AGC Flat glass North America ltée,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10006,Agrium Redwater Fertilizer Operation,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10006,Redwater Fertilizer Operations,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10007,Alberta Envirofuels,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10007,Alberta Envirofuels Inc.,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10008,Alberta Pipeline System,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10008,Alliance Pipeline Ltd. - AB Pipeline System,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10009,Alberta-Pacific Forest Industries Inc. Pulp Mill,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10009,Alberta-Pacific Forest Industries Inc.,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,Kitimat Works,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,Rio Tinto Alcan Inc - British Columbia,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,Rio Tinto Alcan Primary Metal - BC,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,Alcan Primary Metal-British Columbia,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,Rio Tinto Alcan Inc.,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,Alcan Inc - Kitimat works,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10011,Algoma Steel Inc,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10011,Essar Steel Algoma Inc,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10012,Aluminerie Alouette inc.,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10013,Aluminerie de Baie-Comeau,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10014,Aluminerie de Bécancour,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10014,Aluminerie de Bécancour inc.,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10015,ATCO Pipelines - Transmission System,en,1,ECCC_GHGRP:2022-04-14
CA:ECCC:G10015,ATCO Pipelines,en,1,ECCC_GHGRP:2022-04-14
