actor_id,name,language,preferred,datasource_id
CA 5DV:ECCC_G10464,04-15-040-24-W4M Clive ENH,en,1,ECCC_GHGRP:2022-04-14
CA 5DV:ECCC_G10464,Fairborne Clive 04-15-040-24W4M,en,1,ECCC_GHGRP:2022-04-14
CA 5DV:ECCC_G12122,02-01-041-24W4 Chigwell Gas Battery,en,1,ECCC_GHGRP:2022-04-14
CA AAB:ECCC_G10065,Christina Lake SAGD Bitumen Battery,en,1,ECCC_GHGRP:2022-04-14
CA AAB:ECCC_G10744,Kirby South 13-21-73-7W4,en,1,ECCC_GHGRP:2022-04-14
CA ABE:ECCC_G10500,Northern Pulp Nova Scotia Corporation,en,1,ECCC_GHGRP:2022-04-14
CA ABR:ECCC_G10017,Balzac Gas Plant,en,1,ECCC_GHGRP:2022-04-14
CA ABR:ECCC_G10356,Balzac Power Station,en,1,ECCC_GHGRP:2022-04-14
CA ABR:ECCC_G12092,LOCHEND 03-20-027-03W5,en,1,ECCC_GHGRP:2022-04-14
CA AHN:ECCC_G12293,Spruceland Millworks,en,1,ECCC_GHGRP:2022-04-14
CA AIR:ECCC_G10003,"Foothills Pipeline, Alberta",en,1,ECCC_GHGRP:2022-04-14
CA AIR:ECCC_G10003,"Foothills Pipeline System, Alberta",en,1,ECCC_GHGRP:2022-04-14
CA AIR:ECCC_G10003,"Acme Compressor Station # 363, Alberta",en,1,ECCC_GHGRP:2022-04-14
CA AKL:ECCC_G10502,Aklavik Plant,en,1,ECCC_GHGRP:2022-04-14
CA ALE:ECCC_G12326,Red Pine Landfill,en,1,ECCC_GHGRP:2022-04-14
CA ALH:ECCC_G12417,NRK SUNCHILD 11-18 COMPRESSOR,en,1,ECCC_GHGRP:2022-04-14
CA ALI:ECCC_G11725,Alix Malthouse,en,1,ECCC_GHGRP:2022-04-14
CA ALN:ECCC_G10533,Potash Corp - Allan Division,en,1,ECCC_GHGRP:2022-04-14
CA ALV:ECCC_G10896,Atholville Mill,en,1,ECCC_GHGRP:2022-04-14
CA ALV:ECCC_G10896,AV Group NB Inc.,en,1,ECCC_GHGRP:2022-04-14
CA AMA:ECCC_G10710,Honda of Canada Mfg.,en,1,ECCC_GHGRP:2022-04-14
CA AMA:ECCC_G10710,Alliston,en,1,ECCC_GHGRP:2022-04-14
CA AMB:ECCC_G12202,RSI Environnement - Centre de décontamination et de recyclage des sols,en,1,ECCC_GHGRP:2022-04-14
CA ANZ:ECCC_G10390,Long Lake,en,1,ECCC_GHGRP:2022-04-14
CA ANZ:ECCC_G10414,Surmont SAGD Commercial Battery,en,1,ECCC_GHGRP:2022-04-14
CA ANZ:ECCC_G10414,Surmont Central Processing Facility,en,1,ECCC_GHGRP:2022-04-14
CA ARM:ECCC_G11227,Armstrong Division,en,1,ECCC_GHGRP:2022-04-14
CA ATA:ECCC_G11120,8 Wing Trenton Environmental Management,en,1,ECCC_GHGRP:2022-04-14
CA AXO:ECCC_G11173,BUNGE CANADA - ALTONA PLANT,en,1,ECCC_GHGRP:2022-04-14
CA AYL:ECCC_G10478,IGPC Ethanol Inc. - Aylmer Plant,en,1,ECCC_GHGRP:2022-04-14
CA AYL:ECCC_G10478,IGPC Ethanol,en,1,ECCC_GHGRP:2022-04-14
CA AYL:ECCC_G10478,IGPC Ethanol Inc.,en,1,ECCC_GHGRP:2022-04-14
CA BAF:ECCC_G11925,Cascade Hydro Plant,en,1,ECCC_GHGRP:2022-04-14
CA BAL:ECCC_G10902,Red Lake Gold Mines,en,1,ECCC_GHGRP:2022-04-14
CA BAL:ECCC_G11951,Red Lake Gold Mines,en,1,ECCC_GHGRP:2022-04-14
CA BAL:ECCC_G11951,Red Lake Operation,en,1,ECCC_GHGRP:2022-04-14
CA BAR:ECCC_G11531,Sinclair 03-04-008-29 W1M,en,1,ECCC_GHGRP:2022-04-14
CA BAT:ECCC_G10655,Brunswick Mine,en,1,ECCC_GHGRP:2022-04-14
CA BAT:ECCC_G12142,Caribou Mine,en,1,ECCC_GHGRP:2022-04-14
CA BCE:ECCC_G11330,Moose Moutain Oil Battery 02-23-023-07W5,en,1,ECCC_GHGRP:2022-04-14
CA BCK:ECCC_G11133,3M BROCKVILLE 501,en,1,ECCC_GHGRP:2022-04-14
CA BCK:ECCC_G11716,Brockville Activated Alumina Plant,en,1,ECCC_GHGRP:2022-04-14
CA BDH:ECCC_G11766,Sil Industrial Minerals Lamont Plant,en,1,ECCC_GHGRP:2022-04-14
CA BDT:ECCC_G12139,Burdett Power Plant 04-14,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10014,Aluminerie de Bécancour,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10014,Aluminerie de Bécancour inc.,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10205,Norsk Hydro Canada Inc,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10205,Norsk Hydro Canada inc,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10221,CEPSA Chimie Bécancour,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10221,PETRESA CANADA inc.,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10221,CEPSA Chimica Bécancour,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10270,Silicium Bécancour inc.,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10298,Usine de Bécancour,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10357,Becancour Power Plant,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10357,Bécancour Power Plant,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10657,Quebec Silicon LP,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10800,TRT ETGO du Québec inc.,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10823,Air Liquide Canada - Bécancour Plan 2,en,1,ECCC_GHGRP:2022-04-14
CA BEC:ECCC_G10823,HydrogenAl II,en,1,ECCC_GHGRP:2022-04-14
CA BED:ECCC_G10021,Usine de Bedford,en,1,ECCC_GHGRP:2022-04-14
CA BED:ECCC_G10021,Bedford,en,1,ECCC_GHGRP:2022-04-14
CA BEE:ECCC_G11107,Beiseker Compressor Station 04-15,en,1,ECCC_GHGRP:2022-04-14
CA BEL:ECCC_G10022,Belledune Generating Station,en,1,ECCC_GHGRP:2022-04-14
